tag_name,name
Action,Not Dying Today
Indie,Not Dying Today
Gore,Not Dying Today
Casual,Hoplite
Indie,Hoplite
Action,Hoplite
Indie,Ghostory
Adventure,Ghostory
Casual,Ghostory
Adventure,Frog Hop
Action,Frog Hop
Indie,Frog Hop
Indie,Atomic Reconstruction
Casual,Atomic Reconstruction
Puzzle,Atomic Reconstruction
Crafting,Force of Nature
Survival,Force of Nature
Open World,Force of Nature
Indie,VERSUS: The Elite Trials
Adventure,VERSUS: The Elite Trials
RPG,VERSUS: The Elite Trials
Early Access,Heroes of Dark Dungeon
Action,Heroes of Dark Dungeon
Indie,Heroes of Dark Dungeon
Early Access,Smash Party VR
Action,Smash Party VR
Indie,Smash Party VR
Indie,The Agony
Adventure,The Agony
Casual,The Agony
Free to Play,Cinderella Phenomenon - Otome/Visual Novel
Visual Novel,Cinderella Phenomenon - Otome/Visual Novel
Otome,Cinderella Phenomenon - Otome/Visual Novel
Indie,Multishop Tycoon Deluxe
Simulation,Multishop Tycoon Deluxe
Strategy,Multishop Tycoon Deluxe
Action,Summer times Afternoon
Adventure,Summer times Afternoon
Casual,Summer times Afternoon
Action,GunHero
Indie,GunHero
Platformer,GunHero
Action,Psycho on the loose
Casual,Psycho on the loose
Gore,Psycho on the loose
Indie,Ambition of the Slimes
Strategy,Ambition of the Slimes
RPG,Ambition of the Slimes
Action,The Final Specimen: Arrival
Indie,The Final Specimen: Arrival
Adventure,The Final Specimen: Arrival
Adventure,The Land of Pain
Indie,The Land of Pain
Horror,The Land of Pain
Indie,Island Racer
Casual,Island Racer
Simulation,Island Racer
Adventure,Paul Pixel - The Awakening
Indie,Paul Pixel - The Awakening
Point & Click,Paul Pixel - The Awakening
Action,Revenge Quest
Indie,Revenge Quest
Casual,Revenge Quest
Adventure,Paranormal Pursuit: The Gifted One Collector's Edition
Casual,Paranormal Pursuit: The Gifted One Collector's Edition
Hidden Object,Paranormal Pursuit: The Gifted One Collector's Edition
Adventure,Dark Cases: The Blood Ruby Collector's Edition
Casual,Dark Cases: The Blood Ruby Collector's Edition
Hidden Object,Dark Cases: The Blood Ruby Collector's Edition
Action,Space Rogue Classic
RPG,Space Rogue Classic
Simulation,Space Rogue Classic
Sexual Content,Yozora Rhapsody
Nudity,Yozora Rhapsody
Adventure,Yozora Rhapsody
Adventure,Spycraft: The Great Game
FMV,Spycraft: The Great Game
Adventure,Sable Maze: Sullivan River Collector's Edition
Casual,Sable Maze: Sullivan River Collector's Edition
Hidden Object,Sable Maze: Sullivan River Collector's Edition
Indie,Metamorfose S
Action,Metamorfose S
Adventure,Metamorfose S
Action,RoboCritters
Indie,RoboCritters
Strategy,RoboCritters
Indie,Pivot Pilot
Action,Pivot Pilot
2D,Pivot Pilot
Free to Play,Bitdude
Casual,Bitdude
Indie,Bitdude
Action,VRQB
Indie,VRQB
Casual,VRQB
Action,A Demon's Game - Episode 1
Adventure,A Demon's Game - Episode 1
Indie,A Demon's Game - Episode 1
City Builder,Kingdoms and Castles
Strategy,Kingdoms and Castles
Medieval,Kingdoms and Castles
Adventure,Remain
Indie,Remain
Action,Remain
Indie,Monkey Land 3D: Reaper Rush
Action,Monkey Land 3D: Reaper Rush
Adventure,Monkey Land 3D: Reaper Rush
Adventure,The Mine
Indie,The Mine
Horror,The Mine
Action,Sky Noon
Indie,Sky Noon
Western,Sky Noon
RPG,Light Apprentice - The Comic Book RPG
Indie,Light Apprentice - The Comic Book RPG
Adventure,Light Apprentice - The Comic Book RPG
Casual,Distant Space
Indie,Distant Space
Action,Distant Space
Action,Out of Ammo: Death Drive
Strategy,Out of Ammo: Death Drive
Gore,Out of Ammo: Death Drive
Action,ZombieFight VR
Adventure,ZombieFight VR
RPG,ZombieFight VR
Free to Play,TUNNEL DIVERS
Indie,TUNNEL DIVERS
Action,TUNNEL DIVERS
Indie,Last Answer
Horror,Last Answer
Early Access,StarShip Constructor
Indie,StarShip Constructor
Space,StarShip Constructor
Adventure,LEAVES - The Journey
Indie,LEAVES - The Journey
Puzzle,LEAVES - The Journey
Adventure,LEAVES - The Return
Indie,LEAVES - The Return
Puzzle,LEAVES - The Return
Casual,FBI MANIA
Indie,FBI MANIA
Action,FBI MANIA
Action,Experiment Gone Rogue
Indie,Experiment Gone Rogue
Nudity,Experiment Gone Rogue
Indie,Bocce Beach
Casual,Bocce Beach
Sports,Bocce Beach
Casual,Old Friend
VR,Old Friend
Indie,TacoFace
Casual,TacoFace
VR,TacoFace
Design & Illustration,articy:draft 3
Utilities,articy:draft 3
Education,articy:draft 3
Adventure,Constellation Distantia
Action,Constellation Distantia
Indie,Constellation Distantia
Action,Deathlike: Awakening
Adventure,Deathlike: Awakening
Indie,Deathlike: Awakening
Action,GoWings Safari
Adventure,GoWings Safari
Casual,GoWings Safari
Simulation,X Rebirth VR Edition
Action,X Rebirth VR Edition
Space Sim,X Rebirth VR Edition
Indie,Laser League
Sports,Laser League
Multiplayer,Laser League
Adventure,Escape the Bunker
Indie,Escape the Bunker
Casual,Escape the Bunker
Indie,SHENZHEN SOLITAIRE
Casual,SHENZHEN SOLITAIRE
Card Game,SHENZHEN SOLITAIRE
Adventure,Amazon Odyssey
VR,Amazon Odyssey
Adventure,Zork Anthology
Classic,Zork Anthology
Text-Based,Zork Anthology
Casual,Solitaire VR
Strategy,Solitaire VR
Adventure,Solitaire VR
Action,Binary Trigger
Indie,Binary Trigger
VR,Binary Trigger
Adventure,Zork: Grand Inquisitor
Point & Click,Zork: Grand Inquisitor
Action,Xmas Zombie Rampage
Indie,Xmas Zombie Rampage
Gore,Xmas Zombie Rampage
Simulation,New Frontier Days ~Founding Pioneers~
City Builder,New Frontier Days ~Founding Pioneers~
Singleplayer,New Frontier Days ~Founding Pioneers~
Adventure,Rage Quest: The Worst Game
Indie,Rage Quest: The Worst Game
RPG,Rage Quest: The Worst Game
Action,Metal Assault
Adventure,Metal Assault
Indie,Metal Assault
Action,Fallen
Adventure,Fallen
Indie,Fallen
Early Access,Tale of Fallen Dragons
Indie,Tale of Fallen Dragons
Action,Tale of Fallen Dragons
Action,Santa's Big Adventures
Indie,Santa's Big Adventures
Casual,Santa's Big Adventures
Indie,Santa Sling
Casual,Santa Sling
Simulation,Santa Sling
Casual,FormulaNext
Racing,FormulaNext
Indie,FormulaNext
Casual,Domino Craft VR
Simulation,Domino Craft VR
VR,Domino Craft VR
Fighting,THE KING OF FIGHTERS XIV STEAM EDITION
Arcade,THE KING OF FIGHTERS XIV STEAM EDITION
Multiplayer,THE KING OF FIGHTERS XIV STEAM EDITION
Adventure,SteamWorld Dig 2
Action,SteamWorld Dig 2
Indie,SteamWorld Dig 2
Casual,Idioctopus
Indie,Idioctopus
Puzzle,Idioctopus
Indie,Seeking Evil: The Wendigo
Gore,Seeking Evil: The Wendigo
Violent,Seeking Evil: The Wendigo
Free to Play,DED
Action,DED
Indie,DED
Action,Drone Hero
Indie,Drone Hero
Simulation,Drone Hero
Early Access,Magic Hour
Adventure,Magic Hour
Simulation,Magic Hour
Adventure,Kalaban
Action,Kalaban
Indie,Kalaban
Early Access,Puzzle Island VR
Casual,Puzzle Island VR
Puzzle,Puzzle Island VR
Action,Psyche Soldier VR
Indie,Psyche Soldier VR
VR,Psyche Soldier VR
Early Access,Birthseederia
Adventure,Birthseederia
Casual,Birthseederia
Early Access,Golf It!
Multiplayer,Golf It!
Mini Golf,Golf It!
Casual,Galactic Core: The Lost Fleet (VR)
Action,Galactic Core: The Lost Fleet (VR)
Indie,Galactic Core: The Lost Fleet (VR)
Action,Little Jack's Adventures
Adventure,Little Jack's Adventures
Indie,Little Jack's Adventures
Dragons,Angels with Scaly Wings
Visual Novel,Angels with Scaly Wings
Dating Sim,Angels with Scaly Wings
Adventure,Nightmare
Indie,Nightmare
Action,Nightmare
Free to Play,President Erect VR
Sexual Content,President Erect VR
Casual,President Erect VR
Action,No Way Out
Adventure,No Way Out
Indie,No Way Out
Action,Felis
Adventure,Felis
Casual,Felis
Strategy,Call to Power II
Turn-Based Strategy,Call to Power II
Indie,Flock VR
Casual,Flock VR
Simulation,Flock VR
Early Access,Golf for Workgroups
Simulation,Golf for Workgroups
Sports,Golf for Workgroups
Indie,DeadTruth: The Dark Path Ahead
Adventure,DeadTruth: The Dark Path Ahead
Horror,DeadTruth: The Dark Path Ahead
Casual,Zap Zone
Action,Zap Zone
Indie,Zap Zone
Early Access,MageQuit
Action,MageQuit
Indie,MageQuit
Casual,Snake 3D Adventures
Action,Snake 3D Adventures
Adventure,Snake 3D Adventures
Strategy,Nyheim
Survival,Nyheim
Board Game,Nyheim
Violent,The Fan
Adventure,The Fan
FMV,The Fan
World War II,Steel Division: Normandy 44
Strategy,Steel Division: Normandy 44
RTS,Steel Division: Normandy 44
Indie,Party Hard 2
Action,Party Hard 2
Violent,Party Hard 2
Early Access,Orbiz
Indie,Orbiz
4 Player Local,Orbiz
Early Access,Dropzone
Strategy,Dropzone
Free to Play,Dropzone
Early Access,Tin Hearts
Indie,Tin Hearts
VR,Tin Hearts
Strategy,Incredible Dracula II: The Last Call Collector's Edition
Adventure,Incredible Dracula II: The Last Call Collector's Edition
Casual,Incredible Dracula II: The Last Call Collector's Edition
Early Access,LyraVR
Indie,LyraVR
VR,LyraVR
Indie,Fake Happy End
RPG,Fake Happy End
Nudity,Fake Happy End
Casual,Holiday Bonus GOLD
Match 3,Holiday Bonus GOLD
Puzzle,Holiday Bonus GOLD
Indie,Pikuniku
Casual,Pikuniku
Action,Pikuniku
Casual,LOGistICAL
Strategy,LOGistICAL
Indie,LOGistICAL
Racing,BAFL - Brakes Are For Losers
Indie,BAFL - Brakes Are For Losers
Arcade,BAFL - Brakes Are For Losers
Casual,Peregrin
Adventure,Peregrin
Indie,Peregrin
Early Access,Stormworks: Build and Rescue
Simulation,Stormworks: Build and Rescue
Sandbox,Stormworks: Build and Rescue
Adventure,AWAY: Journey to the Unexpected
Rogue-lite,AWAY: Journey to the Unexpected
Anime,AWAY: Journey to the Unexpected
Adventure,Dead In Vinland
RPG,Dead In Vinland
Survival,Dead In Vinland
Adventure,Aporia: Beyond The Valley
Indie,Aporia: Beyond The Valley
Puzzle,Aporia: Beyond The Valley
Indie,Fidel Dungeon Rescue
RPG,Fidel Dungeon Rescue
Puzzle,Fidel Dungeon Rescue
Action,Mistwood Heroes
Adventure,Mistwood Heroes
Indie,Mistwood Heroes
Indie,THOSE DAMN ALIENS! VR
Action,THOSE DAMN ALIENS! VR
Adventure,THOSE DAMN ALIENS! VR
Adventure,Alcatraz: VR Escape Room
Indie,Alcatraz: VR Escape Room
Simulation,Alcatraz: VR Escape Room
Adventure,Island Getaway
Casual,Island Getaway
Sports,Island Getaway
Casual,Monumental Failure
Action,Monumental Failure
Indie,Monumental Failure
Action,Equilibrium VR
Adventure,Equilibrium VR
Indie,Equilibrium VR
Action,Tyler: Model 005
Adventure,Tyler: Model 005
Indie,Tyler: Model 005
Early Access,AI War 2
Strategy,AI War 2
Indie,AI War 2
Early Access,Perch
Action,Perch
Casual,Perch
Early Access,Interstellar Transport Company
Simulation,Interstellar Transport Company
Management,Interstellar Transport Company
Adventure,Isolation
Indie,Isolation
Horror,Isolation
Action,GoalkeepVr
Simulation,GoalkeepVr
Sports,GoalkeepVr
Action,DOOORS VR
Adventure,DOOORS VR
Indie,DOOORS VR
Casual,3 days: Zoo Mystery
Hidden Object,3 days: Zoo Mystery
Adventure,AereA
Indie,AereA
Local Co-Op,AereA
Strategy,Adelantado Trilogy. Book Two
Adventure,Adelantado Trilogy. Book Two
Casual,Adelantado Trilogy. Book Two
Simulation,Real Farm
Agriculture,Real Farm
Casual,Real Farm
Strategy,Island Tribe 4
Adventure,Island Tribe 4
Casual,Island Tribe 4
Adventure,Viking Saga: Epic Adventure
Casual,Viking Saga: Epic Adventure
Simulation,Viking Saga: Epic Adventure
Casual,Northern Tale 4
Strategy,Northern Tale 4
Adventure,Northern Tale 4
Strategy,Island Tribe 5
Casual,Island Tribe 5
Adventure,Island Tribe 5
Free to Play,RED
Action,RED
Adventure,RED
Action,Xenon Valkyrie
Adventure,Xenon Valkyrie
RPG,Xenon Valkyrie
Strategy,Imperium Galactica
4X,Imperium Galactica
Free to Play,Natari at the Bubble Planet
Adventure,Natari at the Bubble Planet
Indie,Natari at the Bubble Planet
Adventure,Forestry
Casual,Forestry
VR,Forestry
Sports,Score a goal (Physical football)
Indie,Score a goal (Physical football)
Casual,Score a goal (Physical football)
Action,Christmas Massacre VR
Indie,Christmas Massacre VR
Violent,Christmas Massacre VR
Early Access,Space Wars: Interstellar Empires
Free to Play,Space Wars: Interstellar Empires
Massively Multiplayer,Space Wars: Interstellar Empires
FPS,Fog of War
World War II,Fog of War
Action,Fog of War
Action,MOTHERGUNSHIP
Indie,MOTHERGUNSHIP
FPS,MOTHERGUNSHIP
Action,Sausage Sports Club
Indie,Sausage Sports Club
Adventure,Sausage Sports Club
Action,Samurai Sword VR
Casual,Samurai Sword VR
VR,Samurai Sword VR
Casual,Love Engine
Indie,Love Engine
Strategy,Love Engine
Casual,VR Snowballs
VR,VR Snowballs
Action,EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER
Shoot 'Em Up,EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER
Bullet Hell,EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER
Action,Ze VR
Indie,Ze VR
Casual,Ze VR
Adventure,The Secret Order 5: The Buried Kingdom
Casual,The Secret Order 5: The Buried Kingdom
Hidden Object,The Secret Order 5: The Buried Kingdom
Adventure,Lost Grimoires 2: Shard of Mystery
Casual,Lost Grimoires 2: Shard of Mystery
Hidden Object,Lost Grimoires 2: Shard of Mystery
Adventure,The Mooseman
Mythology,The Mooseman
Indie,The Mooseman
Action,Demon Grade VR
Indie,Demon Grade VR
VR,Demon Grade VR
Adventure,Dr. Doyle & The Mystery Of The Cloche Hat
Indie,Dr. Doyle & The Mystery Of The Cloche Hat
Point & Click,Dr. Doyle & The Mystery Of The Cloche Hat
Free to Play,Ripple Effect
VR,Ripple Effect
Action,Ripple Effect
Action,Gearend
Adventure,Gearend
Indie,Gearend
Action,EnterVR
Adventure,EnterVR
Indie,EnterVR
Puzzle,"Dude, Stop"
Pixel Graphics,"Dude, Stop"
Funny,"Dude, Stop"
RPG,To The Capital
Rogue-like,To The Capital
JRPG,To The Capital
Adventure,Mr. Triangle's Adventure
RPG,Mr. Triangle's Adventure
Indie,Mr. Triangle's Adventure
Gore,Dark Shores
Violent,Dark Shores
Indie,Dark Shores
Free to Play,Fausts Alptraum
RPGMaker,Fausts Alptraum
Indie,Fausts Alptraum
Early Access,Starship Theory
Simulation,Starship Theory
Base-Building,Starship Theory
Casual,Naughty Or Nice
VR,Naughty Or Nice
Action,Fight or Die
Adventure,Fight or Die
RPG,Fight or Die
Casual,Cat or Bread?
Indie,Cat or Bread?
Memes,Cat or Bread?
Indie,Hardnoid
Arcade,Hardnoid
Nudity,Pale Moon Crisis
Action,Pale Moon Crisis
Adventure,Pale Moon Crisis
Action,Forgotten Chambers
Adventure,Forgotten Chambers
Indie,Forgotten Chambers
Adventure,The Bits That Saved The Universe
Action,The Bits That Saved The Universe
Indie,The Bits That Saved The Universe
Action,Downward Spiral: Prologue
Indie,Downward Spiral: Prologue
Adventure,Downward Spiral: Prologue
Action,Hellphobia
Indie,Hellphobia
Top-Down Shooter,Hellphobia
Nudity,Celestial Crossing
Dating Sim,Celestial Crossing
Anime,Celestial Crossing
Adventure,Baru and the Spirit Prince
Indie,Baru and the Spirit Prince
Early Access,Nemo_D.O
Casual,Nemo_D.O
Indie,Nemo_D.O
Action,Pleasure in Dream
Indie,Pleasure in Dream
Shoot 'Em Up,Pleasure in Dream
Strategy,Flame of Memory
Indie,Flame of Memory
Early Access,Nukklerma: Robot Warfare
Indie,Nukklerma: Robot Warfare
Action,Nukklerma: Robot Warfare
Adventure,Magic Lantern
Simulation,Magic Lantern
VR,Magic Lantern
Action,Cemetery Warrior 3
Indie,Cemetery Warrior 3
Violent,Cemetery Warrior 3
Casual,Happy Drummer VR
Simulation,Happy Drummer VR
VR,Happy Drummer VR
Strategy,Chessaria: The Tactical Adventure (Chess)
Chess,Chessaria: The Tactical Adventure (Chess)
Turn-Based,Chessaria: The Tactical Adventure (Chess)
Indie,Ultimagus
Action,Ultimagus
Casual,Ultimagus
Indie,Try Hard Parking
Simulation,Try Hard Parking
Racing,Try Hard Parking
Indie,Chocolate
Casual,Chocolate
VR,Chocolate
Early Access,VR Home
Indie,VR Home
Simulation,VR Home
Indie,Graceful Explosion Machine
Action,Graceful Explosion Machine
Shoot 'Em Up,Graceful Explosion Machine
Indie,My Super Tower 2
Strategy,My Super Tower 2
Adventure,My Super Tower 2
Visual Novel,WAGAMAMA HIGH SPEC
Nudity,WAGAMAMA HIGH SPEC
Anime,WAGAMAMA HIGH SPEC
Indie,Let's Draw
Casual,Let's Draw
Family Friendly,Let's Draw
Nudity,Sakura Agent
Sexual Content,Sakura Agent
Visual Novel,Sakura Agent
Sexual Content,Hell Girls
Nudity,Hell Girls
Anime,Hell Girls
Sports,Space Badminton VR
VR,Space Badminton VR
Simulation,ICED
Adventure,ICED
Indie,ICED
Indie,Balloon Popping Pigs: Deluxe
Casual,Balloon Popping Pigs: Deluxe
Arcade,Balloon Popping Pigs: Deluxe
Indie,Permute
Casual,Permute
3D Platformer,Permute
Casual,Zup! 3
Indie,Zup! 3
Puzzle,Zup! 3
Comedy,Lily's Day Off
Dark Humor,Lily's Day Off
Memes,Lily's Day Off
Strategy,Five Elements
Indie,Five Elements
RPG,Five Elements
Casual,Square n Fair
Indie,Square n Fair
Puzzle,Square n Fair
Adventure,PARKAN: THE IMPERIAL CHRONICLES
RPG,PARKAN: THE IMPERIAL CHRONICLES
Simulation,PARKAN: THE IMPERIAL CHRONICLES
Indie,Fruit Arranger
Casual,Fruit Arranger
Indie,"Jump, Step, Step"
Adventure,"Jump, Step, Step"
Programming,"Jump, Step, Step"
Action,Omega One
Indie,Omega One
Space,Omega One
Casual,Magic Box
Adventure,Magic Box
Indie,Magic Box
Action,Project: R.E.B.O.O.T 2
Adventure,Project: R.E.B.O.O.T 2
Indie,Project: R.E.B.O.O.T 2
Action,Dangerous Bullets
Adventure,Dangerous Bullets
Indie,Dangerous Bullets
Action,Inner silence
Adventure,Inner silence
Indie,Inner silence
Indie,Arizona Rose and the Pharaohs' Riddles
Casual,Arizona Rose and the Pharaohs' Riddles
Strategy,Arizona Rose and the Pharaohs' Riddles
Action,I Hate Running Backwards
Indie,I Hate Running Backwards
Difficult,I Hate Running Backwards
Adventure,rooMaze
Action,rooMaze
Indie,rooMaze
Indie,NeverEnd
Adventure,NeverEnd
Rogue-like,NeverEnd
Strategy,Hartacon Tactics
RPG,Hartacon Tactics
Indie,Hartacon Tactics
Casual,Tomb Joe
Adventure,Tomb Joe
Action,Tomb Joe
Action,Call to 10
Indie,Call to 10
Horror,Call to 10
Casual,1979 Invasion Earth
Indie,1979 Invasion Earth
Action,1979 Invasion Earth
Strategy,Katy and Bob Way Back Home
Casual,Katy and Bob Way Back Home
Casual,Mosaics Galore 2
Puzzle,Mosaics Galore 2
Family Friendly,Mosaics Galore 2
Indie,Trump Simulator 2017
Casual,Trump Simulator 2017
Action,Trump Simulator 2017
Indie,Felix Jumpman
Casual,Felix Jumpman
Action,Felix Jumpman
RPG,The Tenth Line
Indie,The Tenth Line
Platformer,The Tenth Line
Indie,Blood Feed
Action,Blood Feed
FPS,Blood Feed
Strategy,Golem Gates
RTS,Golem Gates
Card Game,Golem Gates
Casual,Knot
Indie,Knot
Simulation,Knot
Adventure,Final Theosis
Casual,Final Theosis
Violent,Final Theosis
Indie,MHRD
Simulation,MHRD
Programming,MHRD
Action,Other Worlds India
Indie,Other Worlds India
Casual,Other Worlds India
Early Access,Faraway Islands
Action,Faraway Islands
Adventure,Faraway Islands
Adventure,Unknown Pharaoh
Indie,Unknown Pharaoh
Casual,Unknown Pharaoh
Action,Where is my Brain!?
Casual,Where is my Brain!?
Indie,Where is my Brain!?
Strategy,Purgatory II
Adventure,Purgatory II
Indie,Purgatory II
Action,State of Anarchy: Master of Mayhem
Indie,State of Anarchy: Master of Mayhem
Casual,State of Anarchy: Master of Mayhem
Adventure,A Long Road Home
Casual,A Long Road Home
Indie,A Long Road Home
Simulation,Winds Of Trade
Strategy,Winds Of Trade
Trading,Winds Of Trade
Action,Arena Hero
Indie,Arena Hero
RPG,Arena Hero
Strategy,Huckleberry Falls
Indie,Huckleberry Falls
RPG,Huckleberry Falls
Adventure,Oracle
Indie,Oracle
Walking Simulator,Oracle
Simulation,Economic Conquest
Strategy,Economic Conquest
Casual,Economic Conquest
Strategy,Adventures of Abrix
Indie,Adventures of Abrix
Casual,Adventures of Abrix
Action,365 Days
Adventure,365 Days
Indie,365 Days
Adventure,Elisa: the Innkeeper
Casual,Elisa: the Innkeeper
Visual Novel,Elisa: the Innkeeper
Adventure,Nihilist Simulator
Indie,Nihilist Simulator
Casual,Nihilist Simulator
Adventure,The Curse Of Yendor
Indie,The Curse Of Yendor
RPG,The Curse Of Yendor
Early Access,ANIMALITY
Casual,ANIMALITY
Indie,ANIMALITY
Early Access,Drunken Fight Simulator
Action,Drunken Fight Simulator
Indie,Drunken Fight Simulator
Indie,Evergarden
Adventure,Evergarden
Puzzle,Evergarden
Casual,Brother Wings
Action,Brother Wings
Indie,Brother Wings
Action,Pain Train
Indie,Pain Train
Gore,Pain Train
Nudity,Puzzle Wishes
Casual,Puzzle Wishes
Simulation,Puzzle Wishes
Indie,The Puzzle Room VR ( Escape The Room )
